ChunkContent,Subject,Predicate,Object,Confidence,Expert Answer,Short Justification,<- Fill the Answers in these columns
"Relevant to claim No. l Category* l Citation of document, with indication, where appropriate, of the relevant passages
X CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 1-8, 12-14 paragraphs [0001], [0006]–[0007], [0013], [0019] , [0022]-[0034]
Y ‘CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 9-12, 14 paragraphs [0001], [0006]–[0007], [0013], [0019], [0022]-[0034] Y ‘ CN 105722499 A (L’OREAL SA.) 29 June 2016 (2016-06-29) 9-12, 14
paragraphs [0014]-[0015], [0077], [0089]7[0093]
9-12, 14 US 2011217253 A1 (L’OREAL) 08 September 2011 (2011-09-08)
paragraphs [0017]-[0015], [0284]-[0297]
‘ CN 105188643 A (L’OREAL SA.) 23 December 2015 (2015-12-23) 1-14 claims 1-23
WO 2017103052 A1 (L’OREAL) 22 June 2017 (2017-06-22) 1-14 page 9 lines 5-21
1-14 JP 2019019115 A (DAIYA SEIYAKU K.K. et al.) 07 February 2019 (2019-02-07)
claims 1-27
",CN 105722499 A,is selected from,L'OREAL SA.,0.9,,,
"Relevant to claim No. l Category* l Citation of document, with indication, where appropriate, of the relevant passages
X CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 1-8, 12-14 paragraphs [0001], [0006]–[0007], [0013], [0019] , [0022]-[0034]
Y ‘CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 9-12, 14 paragraphs [0001], [0006]–[0007], [0013], [0019], [0022]-[0034] Y ‘ CN 105722499 A (L’OREAL SA.) 29 June 2016 (2016-06-29) 9-12, 14
paragraphs [0014]-[0015], [0077], [0089]7[0093]
9-12, 14 US 2011217253 A1 (L’OREAL) 08 September 2011 (2011-09-08)
paragraphs [0017]-[0015], [0284]-[0297]
‘ CN 105188643 A (L’OREAL SA.) 23 December 2015 (2015-12-23) 1-14 claims 1-23
WO 2017103052 A1 (L’OREAL) 22 June 2017 (2017-06-22) 1-14 page 9 lines 5-21
1-14 JP 2019019115 A (DAIYA SEIYAKU K.K. et al.) 07 February 2019 (2019-02-07)
claims 1-27
",US 2011217253 A1,is selected from,L'OREAL,0.9,,,
"Relevant to claim No. l Category* l Citation of document, with indication, where appropriate, of the relevant passages
X CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 1-8, 12-14 paragraphs [0001], [0006]–[0007], [0013], [0019] , [0022]-[0034]
Y ‘CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 9-12, 14 paragraphs [0001], [0006]–[0007], [0013], [0019], [0022]-[0034] Y ‘ CN 105722499 A (L’OREAL SA.) 29 June 2016 (2016-06-29) 9-12, 14
paragraphs [0014]-[0015], [0077], [0089]7[0093]
9-12, 14 US 2011217253 A1 (L’OREAL) 08 September 2011 (2011-09-08)
paragraphs [0017]-[0015], [0284]-[0297]
‘ CN 105188643 A (L’OREAL SA.) 23 December 2015 (2015-12-23) 1-14 claims 1-23
WO 2017103052 A1 (L’OREAL) 22 June 2017 (2017-06-22) 1-14 page 9 lines 5-21
1-14 JP 2019019115 A (DAIYA SEIYAKU K.K. et al.) 07 February 2019 (2019-02-07)
claims 1-27
",CN 105188643 A,is selected from,L'OREAL SA.,0.85,,,
"Relevant to claim No. l Category* l Citation of document, with indication, where appropriate, of the relevant passages
X CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 1-8, 12-14 paragraphs [0001], [0006]–[0007], [0013], [0019] , [0022]-[0034]
Y ‘CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 9-12, 14 paragraphs [0001], [0006]–[0007], [0013], [0019], [0022]-[0034] Y ‘ CN 105722499 A (L’OREAL SA.) 29 June 2016 (2016-06-29) 9-12, 14
paragraphs [0014]-[0015], [0077], [0089]7[0093]
9-12, 14 US 2011217253 A1 (L’OREAL) 08 September 2011 (2011-09-08)
paragraphs [0017]-[0015], [0284]-[0297]
‘ CN 105188643 A (L’OREAL SA.) 23 December 2015 (2015-12-23) 1-14 claims 1-23
WO 2017103052 A1 (L’OREAL) 22 June 2017 (2017-06-22) 1-14 page 9 lines 5-21
1-14 JP 2019019115 A (DAIYA SEIYAKU K.K. et al.) 07 February 2019 (2019-02-07)
claims 1-27
",WO 2017103052 A1,is selected from,L'OREAL,0.88,,,
"Relevant to claim No. l Category* l Citation of document, with indication, where appropriate, of the relevant passages
X CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 1-8, 12-14 paragraphs [0001], [0006]–[0007], [0013], [0019] , [0022]-[0034]
Y ‘CN 107613949 A (L’OREAL CORP.) 19 January 2018 (2018-01-19) 9-12, 14 paragraphs [0001], [0006]–[0007], [0013], [0019], [0022]-[0034] Y ‘ CN 105722499 A (L’OREAL SA.) 29 June 2016 (2016-06-29) 9-12, 14
paragraphs [0014]-[0015], [0077], [0089]7[0093]
9-12, 14 US 2011217253 A1 (L’OREAL) 08 September 2011 (2011-09-08)
paragraphs [0017]-[0015], [0284]-[0297]
‘ CN 105188643 A (L’OREAL SA.) 23 December 2015 (2015-12-23) 1-14 claims 1-23
WO 2017103052 A1 (L’OREAL) 22 June 2017 (2017-06-22) 1-14 page 9 lines 5-21
1-14 JP 2019019115 A (DAIYA SEIYAKU K.K. et al.) 07 February 2019 (2019-02-07)
claims 1-27
",JP 2019019115 A,is selected from,DAIYA SEIYAKU K.K.,0.86,,,
"Date of the actual completion of the international search Date of mailing of the international search report 19 June 2022 07 July 2022
Name and mailing address of the ISA/CN Authorized officer National Intellectual Property Administration, PRC 6, Xitucheng Rd., Jimen Bridge, Haidian District, Beijing ZHAO,Nan 100088, China
Facsimile No. (86-10)62019451 Telephone No. 86-(10)-53962688 Form PCT/ISA/210 (second sheet) (January 2015)
",International Search Report,is selected from,19-Jun-22,0.95,,,
"Date of the actual completion of the international search Date of mailing of the international search report 19 June 2022 07 July 2022
Name and mailing address of the ISA/CN Authorized officer National Intellectual Property Administration, PRC 6, Xitucheng Rd., Jimen Bridge, Haidian District, Beijing ZHAO,Nan 100088, China
Facsimile No. (86-10)62019451 Telephone No. 86-(10)-53962688 Form PCT/ISA/210 (second sheet) (January 2015)
",International Search Report,is selected from,07-Jul-22,0.95,,,
"Date of the actual completion of the international search Date of mailing of the international search report 19 June 2022 07 July 2022
Name and mailing address of the ISA/CN Authorized officer National Intellectual Property Administration, PRC 6, Xitucheng Rd., Jimen Bridge, Haidian District, Beijing ZHAO,Nan 100088, China
Facsimile No. (86-10)62019451 Telephone No. 86-(10)-53962688 Form PCT/ISA/210 (second sheet) (January 2015)
",Name and mailing address of the ISA/CN Authorized officer,is selected from,"National Intellectual Property Administration, PRC",0.92,,,
"Date of the actual completion of the international search Date of mailing of the international search report 19 June 2022 07 July 2022
Name and mailing address of the ISA/CN Authorized officer National Intellectual Property Administration, PRC 6, Xitucheng Rd., Jimen Bridge, Haidian District, Beijing ZHAO,Nan 100088, China
Facsimile No. (86-10)62019451 Telephone No. 86-(10)-53962688 Form PCT/ISA/210 (second sheet) (January 2015)
","National Intellectual Property Administration, PRC",is selected from,"Haidian District, Beijing",0.93,,,
"Date of the actual completion of the international search Date of mailing of the international search report 19 June 2022 07 July 2022
Name and mailing address of the ISA/CN Authorized officer National Intellectual Property Administration, PRC 6, Xitucheng Rd., Jimen Bridge, Haidian District, Beijing ZHAO,Nan 100088, China
Facsimile No. (86-10)62019451 Telephone No. 86-(10)-53962688 Form PCT/ISA/210 (second sheet) (January 2015)
",Authorized officer,is selected from,"ZHAO, Nan",0.9,,,
"l Further documents are listed in the continuation of Box C. / See patent family annex. * Special categories of cited documents: «1 later document published after the international filing date or priority “A” document defining the general state of the art which is not considered date and not in conflict with the application but cited to understand the to be of particular relevance principle or theory underlying the invention
«g» earlier application or patent but published on or after the international «x» document of particular relevance; the claimed invention cannot be filing date considered novel or cannot be considered to involve an inventive step «1» document which may throw doubts on priority claim(s) or which is when the document is taken alone cited to establish the publication date of another citation or other «y» document of particular relevance; the claimed invention cannot be special reason (as specified) . . .. considered to involve an inventive step when the document is “0” document referring to an oral disclosure, use, exhibition or other combined with one or more other such documents, such combination means being obvious to a person skilled in the art «p> document published prior to the international filing date but later than “&”
Sn ; document member of the same atent famil the priority date claimed p y
",a later document,is selected from,the international filing date or priority date,0.9,,,
"l Further documents are listed in the continuation of Box C. / See patent family annex. * Special categories of cited documents: «1 later document published after the international filing date or priority “A” document defining the general state of the art which is not considered date and not in conflict with the application but cited to understand the to be of particular relevance principle or theory underlying the invention
«g» earlier application or patent but published on or after the international «x» document of particular relevance; the claimed invention cannot be filing date considered novel or cannot be considered to involve an inventive step «1» document which may throw doubts on priority claim(s) or which is when the document is taken alone cited to establish the publication date of another citation or other «y» document of particular relevance; the claimed invention cannot be special reason (as specified) . . .. considered to involve an inventive step when the document is “0” document referring to an oral disclosure, use, exhibition or other combined with one or more other such documents, such combination means being obvious to a person skilled in the art «p> document published prior to the international filing date but later than “&”
Sn ; document member of the same atent famil the priority date claimed p y
",a later document,is selected from,the general state of the art,0.85,,,
"l Further documents are listed in the continuation of Box C. / See patent family annex. * Special categories of cited documents: «1 later document published after the international filing date or priority “A” document defining the general state of the art which is not considered date and not in conflict with the application but cited to understand the to be of particular relevance principle or theory underlying the invention
«g» earlier application or patent but published on or after the international «x» document of particular relevance; the claimed invention cannot be filing date considered novel or cannot be considered to involve an inventive step «1» document which may throw doubts on priority claim(s) or which is when the document is taken alone cited to establish the publication date of another citation or other «y» document of particular relevance; the claimed invention cannot be special reason (as specified) . . .. considered to involve an inventive step when the document is “0” document referring to an oral disclosure, use, exhibition or other combined with one or more other such documents, such combination means being obvious to a person skilled in the art «p> document published prior to the international filing date but later than “&”
Sn ; document member of the same atent famil the priority date claimed p y
",a later document,is selected from,the application,0.8,,,
"l Further documents are listed in the continuation of Box C. / See patent family annex. * Special categories of cited documents: «1 later document published after the international filing date or priority “A” document defining the general state of the art which is not considered date and not in conflict with the application but cited to understand the to be of particular relevance principle or theory underlying the invention
«g» earlier application or patent but published on or after the international «x» document of particular relevance; the claimed invention cannot be filing date considered novel or cannot be considered to involve an inventive step «1» document which may throw doubts on priority claim(s) or which is when the document is taken alone cited to establish the publication date of another citation or other «y» document of particular relevance; the claimed invention cannot be special reason (as specified) . . .. considered to involve an inventive step when the document is “0” document referring to an oral disclosure, use, exhibition or other combined with one or more other such documents, such combination means being obvious to a person skilled in the art «p> document published prior to the international filing date but later than “&”
Sn ; document member of the same atent famil the priority date claimed p y
",the claimed invention,is selected from,novel,0.88,,,
